,BusId,RouteAccess,BusStops,Capacity,Speed,Direction,Source,Destination,Zone
40,41,114-U,"['114-U-00', '114-U-01', '114-U-02', '114-U-03', '114-U-04', '114-U-05', '114-U-06', '114-U-07', '114-U-08', '114-U-09', '114-U-10', '114-U-11', '114-U-12', '114-U-13', '114-U-14', '114-U-15', '114-U-16', '114-U-17', '114-U-18', '114-U-19', '114-U-20', '114-U-21', '114-U-22', '114-U-23', '114-U-24', '114-U-25']",50,80,Up,114-U-00,114-U-25,Zone 3
41,42,115P-D,"['115P-D-01', '115P-D-02', '115P-D-03', '115P-D-04', '115P-D-05', '115P-D-06', '115P-D-07', '115P-D-08', '115P-D-09', '115P-D-10', '115P-D-11', '115P-D-12', '115P-D-13', '115P-D-14', '115P-D-15', '115P-D-16', '115P-D-17', '115P-D-18', '115P-D-19', '115P-D-20', '115P-D-21', '115P-D-22', '115P-D-23', '115P-D-24', '115P-D-25', '115P-D-26', '115P-D-27', '115P-D-28', '115P-D-29', '115P-D-30', '115P-D-31', '115P-D-32', '115P-D-33', '115P-D-34', '115P-D-35', '115P-D-36', '115P-D-37', '115P-D-38', '115P-D-39', '115P-D-40', '115P-D-41', '115P-D-42', '115P-D-43', '115P-D-44', '115P-D-45', '115P-D-46', '115P-D-47', '115P-D-48', '115P-D-49']",50,80,Down,115P-D-01,115P-D-49,Zone 4
42,43,115P-U,"['115P-U-01', '115P-U-02', '115P-U-03', '115P-U-04', '115P-U-05', '115P-U-06', '115P-U-07', '115P-U-08', '115P-U-09', '115P-U-10', '115P-U-11', '115P-U-12', '115P-U-13', '115P-U-14', '115P-U-15', '115P-U-16', '115P-U-17', '115P-U-18', '115P-U-19', '115P-U-20', '115P-U-21', '115P-U-22', '115P-U-23', '115P-U-24', '115P-U-25', '115P-U-26', '115P-U-27', '115P-U-28', '115P-U-29', '115P-U-30', '115P-U-31', '115P-U-32', '115P-U-33', '115P-U-34', '115P-U-35', '115P-U-36', '115P-U-37', '115P-U-38', '115P-U-39', '115P-U-40', '115P-U-41', '115P-U-42', '115P-U-43', '115P-U-44', '115P-U-45', '115P-U-46', '115P-U-47', '115P-U-48', '115P-U-49', '115P-U-50', '115P-U-51']",50,80,Up,115P-U-01,115P-U-51,Zone 4
43,44,116-D,"['116-D-00', '116-D-01', '116-D-02', '116-D-03', '116-D-04', '116-D-05', '116-D-06', '116-D-07', '116-D-08', '116-D-09', '116-D-10', '116-D-11', '116-D-12', '116-D-13', '116-D-14', '116-D-15', '116-D-16', '116-D-17', '116-D-18', '116-D-19', '116-D-20', '116-D-21', '116-D-22', '116-D-23', '116-D-24', '116-D-25']",50,80,Down,116-D-00,116-D-25,Zone 4
44,45,116-U,"['116-U-00', '116-U-01', '116-U-02', '116-U-03', '116-U-04', '116-U-05', '116-U-06', '116-U-07', '116-U-08', '116-U-09', '116-U-10', '116-U-11', '116-U-12', '116-U-13', '116-U-14', '116-U-15', '116-U-16', '116-U-17', '116-U-18', '116-U-19', '116-U-20', '116-U-21', '116-U-22', '116-U-23', '116-U-24', '116-U-25']",50,80,Up,116-U-00,116-U-25,Zone 4
45,46,117-D,"['117-D-00', '117-D-01', '117-D-02', '117-D-03', '117-D-04', '117-D-05', '117-D-06', '117-D-07', '117-D-08', '117-D-09', '117-D-10', '117-D-11', '117-D-12', '117-D-13', '117-D-14', '117-D-15', '117-D-16', '117-D-17', '117-D-18', '117-D-19', '117-D-20', '117-D-21', '117-D-22', '117-D-23', '117-D-24', '117-D-25', '117-D-26', '117-D-27', '117-D-28', '117-D-29', '117-D-30', '117-D-31']",50,80,Down,117-D-00,117-D-31,Zone 4
46,47,117-NGT-D,"['117-NGT-D-00', '117-NGT-D-01', '117-NGT-D-02', '117-NGT-D-03', '117-NGT-D-04', '117-NGT-D-05', '117-NGT-D-06', '117-NGT-D-07', '117-NGT-D-08', '117-NGT-D-09', '117-NGT-D-10', '117-NGT-D-11', '117-NGT-D-12', '117-NGT-D-13', '117-NGT-D-14', '117-NGT-D-15', '117-NGT-D-16', '117-NGT-D-17', '117-NGT-D-18', '117-NGT-D-19', '117-NGT-D-20', '117-NGT-D-21', '117-NGT-D-22', '117-NGT-D-23', '117-NGT-D-24', '117-NGT-D-25', '117-NGT-D-26', '117-NGT-D-27']",50,80,Down,117-NGT-D-00,117-NGT-D-27,Zone 4
47,48,117-NGT-U,"['117-NGT-U-00', '117-NGT-U-01', '117-NGT-U-02', '117-NGT-U-03', '117-NGT-U-04', '117-NGT-U-05', '117-NGT-U-06', '117-NGT-U-07', '117-NGT-U-08', '117-NGT-U-09', '117-NGT-U-10', '117-NGT-U-11', '117-NGT-U-12', '117-NGT-U-13', '117-NGT-U-14', '117-NGT-U-15', '117-NGT-U-16', '117-NGT-U-17', '117-NGT-U-18', '117-NGT-U-19', '117-NGT-U-20', '117-NGT-U-21', '117-NGT-U-22', '117-NGT-U-23', '117-NGT-U-24']",50,80,Up,117-NGT-U-00,117-NGT-U-24,Zone 4
48,49,117-U,"['117-U-00', '117-U-01', '117-U-02', '117-U-03', '117-U-04', '117-U-05', '117-U-06', '117-U-07', '117-U-08', '117-U-09', '117-U-10', '117-U-11', '117-U-12', '117-U-13', '117-U-14', '117-U-15', '117-U-16', '117-U-17', '117-U-18', '117-U-19', '117-U-20', '117-U-21', '117-U-22', '117-U-23', '117-U-24', '117-U-25', '117-U-26', '117-U-27', '117-U-28']",50,80,Up,117-U-00,117-U-28,Zone 4
49,50,117A-D,"['117A-D-00', '117A-D-01', '117A-D-02', '117A-D-03', '117A-D-04', '117A-D-05', '117A-D-06', '117A-D-07', '117A-D-08', '117A-D-09', '117A-D-10', '117A-D-11', '117A-D-12', '117A-D-13', '117A-D-14', '117A-D-15', '117A-D-16', '117A-D-17', '117A-D-18', '117A-D-19', '117A-D-20', '117A-D-21', '117A-D-22', '117A-D-23', '117A-D-24', '117A-D-25', '117A-D-26', '117A-D-27', '117A-D-28', '117A-D-29']",50,80,Down,117A-D-00,117A-D-29,Zone 4
50,51,117A-U,"['117A-U-00', '117A-U-01', '117A-U-02', '117A-U-03', '117A-U-04', '117A-U-05', '117A-U-06', '117A-U-07', '117A-U-08', '117A-U-09', '117A-U-10', '117A-U-11', '117A-U-12', '117A-U-13', '117A-U-14', '117A-U-15', '117A-U-16', '117A-U-17', '117A-U-18', '117A-U-19', '117A-U-20', '117A-U-21', '117A-U-22', '117A-U-23', '117A-U-24', '117A-U-25', '117A-U-26']",50,80,Up,117A-U-00,117A-U-26,Zone 4
51,52,117B-D,"['117B-D-00', '117B-D-01', '117B-D-02', '117B-D-03', '117B-D-04', '117B-D-05', '117B-D-06', '117B-D-07', '117B-D-08', '117B-D-09', '117B-D-10', '117B-D-11', '117B-D-12', '117B-D-13', '117B-D-14', '117B-D-15', '117B-D-16', '117B-D-17', '117B-D-18', '117B-D-19', '117B-D-20', '117B-D-21', '117B-D-22', '117B-D-23', '117B-D-24', '117B-D-25', '117B-D-26', '117B-D-27', '117B-D-28', '117B-D-29', '117B-D-30']",50,80,Down,117B-D-00,117B-D-30,Zone 4
52,53,117B-U,"['117B-U-00', '117B-U-01', '117B-U-02', '117B-U-03', '117B-U-04', '117B-U-05', '117B-U-06', '117B-U-07', '117B-U-08', '117B-U-09', '117B-U-10', '117B-U-11', '117B-U-12', '117B-U-13', '117B-U-14', '117B-U-15', '117B-U-16', '117B-U-17', '117B-U-18', '117B-U-19', '117B-U-20', '117B-U-21', '117B-U-22', '117B-U-23', '117B-U-24', '117B-U-25', '117B-U-26', '117B-U-27']",50,80,Up,117B-U-00,117B-U-27,Zone 4
53,54,117C-D,"['117C-D-00', '117C-D-01', '117C-D-02', '117C-D-03', '117C-D-04', '117C-D-05', '117C-D-06', '117C-D-07', '117C-D-08', '117C-D-09', '117C-D-10', '117C-D-11', '117C-D-12', '117C-D-13', '117C-D-14', '117C-D-15', '117C-D-16', '117C-D-17', '117C-D-18', '117C-D-19', '117C-D-20', '117C-D-21', '117C-D-22', '117C-D-23', '117C-D-24', '117C-D-25', '117C-D-26', '117C-D-27', '117C-D-28', '117C-D-29', '117C-D-30', '117C-D-31', '117C-D-32']",50,80,Down,117C-D-00,117C-D-32,Zone 4
54,55,117C-U,"['117C-U-00', '117C-U-01', '117C-U-02', '117C-U-03', '117C-U-04', '117C-U-05', '117C-U-06', '117C-U-07', '117C-U-08', '117C-U-09', '117C-U-10', '117C-U-11', '117C-U-12', '117C-U-13', '117C-U-14', '117C-U-15', '117C-U-16', '117C-U-17', '117C-U-18', '117C-U-19', '117C-U-20', '117C-U-21', '117C-U-22', '117C-U-23', '117C-U-24', '117C-U-25', '117C-U-26', '117C-U-27', '117C-U-28', '117C-U-29']",50,80,Up,117C-U-00,117C-U-29,Zone 4
55,56,117E-D,"['117E-D-00', '117E-D-01', '117E-D-02', '117E-D-03', '117E-D-04', '117E-D-05', '117E-D-06', '117E-D-07', '117E-D-08', '117E-D-09', '117E-D-10', '117E-D-11', '117E-D-12', '117E-D-13', '117E-D-14', '117E-D-15', '117E-D-16', '117E-D-17', '117E-D-18']",50,80,Down,117E-D-00,117E-D-18,Zone 4
56,57,118-7-D,"['118-7-D-00', '118-7-D-01', '118-7-D-02', '118-7-D-03', '118-7-D-04', '118-7-D-05', '118-7-D-06', '118-7-D-07', '118-7-D-08', '118-7-D-09', '118-7-D-10', '118-7-D-11', '118-7-D-12', '118-7-D-13', '118-7-D-14', '118-7-D-15', '118-7-D-16', '118-7-D-17', '118-7-D-18', '118-7-D-19', '118-7-D-20', '118-7-D-21', '118-7-D-22', '118-7-D-23', '118-7-D-24', '118-7-D-25']",50,80,Down,118-7-D-00,118-7-D-25,Zone 4
57,58,118-7-U,"['118-7-U-00', '118-7-U-01', '118-7-U-02', '118-7-U-03', '118-7-U-04', '118-7-U-05', '118-7-U-06', '118-7-U-07', '118-7-U-08', '118-7-U-09', '118-7-U-10', '118-7-U-11', '118-7-U-12', '118-7-U-13', '118-7-U-14', '118-7-U-15', '118-7-U-16', '118-7-U-17', '118-7-U-18', '118-7-U-19', '118-7-U-20', '118-7-U-21', '118-7-U-22']",50,80,Up,118-7-U-00,118-7-U-22,Zone 4
58,59,118-D,"['118-D-00', '118-D-01', '118-D-02', '118-D-03', '118-D-04', '118-D-05', '118-D-06', '118-D-07', '118-D-08', '118-D-09', '118-D-10', '118-D-11', '118-D-12', '118-D-13', '118-D-14', '118-D-15', '118-D-16', '118-D-17', '118-D-18', '118-D-19', '118-D-20', '118-D-21', '118-D-22', '118-D-23', '118-D-24', '118-D-25']",50,80,Down,118-D-00,118-D-25,Zone 4
59,60,118-U,"['118-U-00', '118-U-01', '118-U-02', '118-U-03', '118-U-04', '118-U-05', '118-U-06', '118-U-07', '118-U-08', '118-U-09', '118-U-10', '118-U-11', '118-U-12', '118-U-13', '118-U-14', '118-U-15', '118-U-16', '118-U-17', '118-U-18', '118-U-19', '118-U-20', '118-U-21', '118-U-22']",50,80,Up,118-U-00,118-U-22,Zone 4
60,61,118A-D,"['118A-D-00', '118A-D-01', '118A-D-02', '118A-D-03', '118A-D-04', '118A-D-05', '118A-D-06', '118A-D-07', '118A-D-08', '118A-D-09', '118A-D-10', '118A-D-11', '118A-D-12', '118A-D-13', '118A-D-14', '118A-D-15', '118A-D-16', '118A-D-17', '118A-D-18', '118A-D-19']",50,80,Down,118A-D-00,118A-D-19,Zone 4
61,62,118A-U,"['118A-U-00', '118A-U-01', '118A-U-02', '118A-U-03', '118A-U-04', '118A-U-05', '118A-U-06', '118A-U-07', '118A-U-08', '118A-U-09', '118A-U-10', '118A-U-11', '118A-U-12', '118A-U-13', '118A-U-14', '118A-U-15', '118A-U-16']",50,80,Up,118A-U-00,118A-U-16,Zone 4
62,63,118B-D,"['118B-D-00', '118B-D-01', '118B-D-02', '118B-D-03', '118B-D-04', '118B-D-05', '118B-D-06', '118B-D-07', '118B-D-08', '118B-D-09', '118B-D-10', '118B-D-11', '118B-D-12', '118B-D-13', '118B-D-14', '118B-D-15', '118B-D-16', '118B-D-17', '118B-D-18', '118B-D-19', '118B-D-20', '118B-D-21']",50,80,Down,118B-D-00,118B-D-21,Zone 4
63,64,118B-U,"['118B-U-00', '118B-U-01', '118B-U-02', '118B-U-03', '118B-U-04', '118B-U-05', '118B-U-06', '118B-U-07', '118B-U-08', '118B-U-09', '118B-U-10', '118B-U-11', '118B-U-12', '118B-U-13', '118B-U-14', '118B-U-15', '118B-U-16', '118B-U-17', '118B-U-18']",50,80,Up,118B-U-00,118B-U-18,Zone 4
64,65,118C-D,"['118C-D-00', '118C-D-01', '118C-D-02', '118C-D-03', '118C-D-04', '118C-D-05', '118C-D-06', '118C-D-07', '118C-D-08', '118C-D-09', '118C-D-10', '118C-D-11', '118C-D-12', '118C-D-13', '118C-D-14', '118C-D-15', '118C-D-16', '118C-D-17', '118C-D-18', '118C-D-19', '118C-D-20', '118C-D-21', '118C-D-22', '118C-D-23', '118C-D-24', '118C-D-25', '118C-D-26', '118C-D-27', '118C-D-28', '118C-D-29']",50,80,Down,118C-D-00,118C-D-29,Zone 4
65,66,118C-U,"['118C-U-00', '118C-U-01', '118C-U-02', '118C-U-03', '118C-U-04', '118C-U-05', '118C-U-06', '118C-U-07', '118C-U-08', '118C-U-09', '118C-U-10', '118C-U-11', '118C-U-12', '118C-U-13', '118C-U-14', '118C-U-15', '118C-U-16', '118C-U-17', '118C-U-18', '118C-U-19', '118C-U-20', '118C-U-21', '118C-U-22', '118C-U-23', '118C-U-24', '118C-U-25', '118C-U-26']",50,80,Up,118C-U-00,118C-U-26,Zone 4
66,67,119-D,"['119-D-00', '119-D-01', '119-D-02', '119-D-03', '119-D-04', '119-D-05', '119-D-06', '119-D-07', '119-D-08', '119-D-09', '119-D-10', '119-D-11', '119-D-12', '119-D-13', '119-D-14', '119-D-15', '119-D-16', '119-D-17', '119-D-18', '119-D-19', '119-D-20', '119-D-21', '119-D-22', '119-D-23', '119-D-24', '119-D-25', '119-D-26', '119-D-27', '119-D-28', '119-D-29', '119-D-30', '119-D-31', '119-D-32', '119-D-33', '119-D-34', '119-D-35', '119-D-36', '119-D-37', '119-D-38', '119-D-39', '119-D-40', '119-D-41', '119-D-42', '119-D-43', '119-D-44', '119-D-45', '119-D-46', '119-D-47', '119-D-48']",50,80,Down,119-D-00,119-D-48,Zone 4
67,68,119-U,"['119-U-00', '119-U-01', '119-U-02', '119-U-03', '119-U-04', '119-U-05', '119-U-06', '119-U-07', '119-U-08', '119-U-09', '119-U-10', '119-U-11', '119-U-12', '119-U-13', '119-U-14', '119-U-15', '119-U-16', '119-U-17', '119-U-18', '119-U-19', '119-U-20', '119-U-21', '119-U-22', '119-U-23', '119-U-24', '119-U-25', '119-U-26', '119-U-27', '119-U-28', '119-U-29', '119-U-30', '119-U-31', '119-U-32', '119-U-33', '119-U-34', '119-U-35', '119-U-36', '119-U-37', '119-U-38', '119-U-39', '119-U-40', '119-U-41', '119-U-42', '119-U-43', '119-U-44', '119-U-45', '119-U-46', '119-U-47']",50,80,Up,119-U-00,119-U-47,Zone 4
68,69,119A-D,"['119A-D-00', '119A-D-01', '119A-D-02', '119A-D-03', '119A-D-04', '119A-D-05', '119A-D-06', '119A-D-07', '119A-D-08', '119A-D-09', '119A-D-10', '119A-D-11', '119A-D-12', '119A-D-13', '119A-D-14', '119A-D-15', '119A-D-16', '119A-D-17', '119A-D-18', '119A-D-19', '119A-D-20', '119A-D-21', '119A-D-22', '119A-D-23', '119A-D-24', '119A-D-25']",50,80,Down,119A-D-00,119A-D-25,Zone 4
69,70,119A-U,"['119A-U-00', '119A-U-01', '119A-U-02', '119A-U-03', '119A-U-04', '119A-U-05', '119A-U-06', '119A-U-07', '119A-U-08', '119A-U-09', '119A-U-10', '119A-U-11', '119A-U-12', '119A-U-13', '119A-U-14', '119A-U-15', '119A-U-16', '119A-U-17', '119A-U-18', '119A-U-19', '119A-U-20', '119A-U-21', '119A-U-22', '119A-U-23', '119A-U-24', '119A-U-25']",50,80,Up,119A-U-00,119A-U-25,Zone 4
70,71,11K-D,"['11K-D-00', '11K-D-01', '11K-D-02', '11K-D-03', '11K-D-04', '11K-D-05', '11K-D-06', '11K-D-07', '11K-D-08', '11K-D-09', '11K-D-10', '11K-D-11', '11K-D-12', '11K-D-13', '11K-D-14', '11K-D-15', '11K-D-16', '11K-D-17', '11K-D-18', '11K-D-19', '11K-D-20', '11K-D-21', '11K-D-22', '11K-D-23', '11K-D-24', '11K-D-25', '11K-D-26', '11K-D-27', '11K-D-28', '11K-D-29', '11K-D-30', '11K-D-31', '11K-D-32', '11K-D-33', '11K-D-34', '11K-D-35', '11K-D-36', '11K-D-37', '11K-D-38', '11K-D-39', '11K-D-40', '11K-D-41', '11K-D-42', '11K-D-43', '11K-D-44', '11K-D-45', '11K-D-46']",50,80,Down,11K-D-00,11K-D-46,Zone 4
71,72,11K-U,"['11K-U-00', '11K-U-01', '11K-U-02', '11K-U-03', '11K-U-04', '11K-U-05', '11K-U-06', '11K-U-07', '11K-U-08', '11K-U-09', '11K-U-10', '11K-U-11', '11K-U-12', '11K-U-13', '11K-U-14', '11K-U-15', '11K-U-16', '11K-U-17', '11K-U-18', '11K-U-19', '11K-U-20', '11K-U-21', '11K-U-22', '11K-U-23', '11K-U-24', '11K-U-25', '11K-U-26', '11K-U-27', '11K-U-28', '11K-U-29', '11K-U-30', '11K-U-31', '11K-U-32', '11K-U-33', '11K-U-34', '11K-U-35', '11K-U-36', '11K-U-37', '11K-U-38', '11K-U-39', '11K-U-40', '11K-U-41', '11K-U-42', '11K-U-43', '11K-U-44', '11K-U-45', '11K-U-46', '11K-U-47', '11K-U-48', '11K-U-49']",50,80,Up,11K-U-00,11K-U-49,Zone 4
72,73,12-D,"['12-D-00', '12-D-01', '12-D-02', '12-D-03', '12-D-04', '12-D-05', '12-D-06', '12-D-07', '12-D-08', '12-D-09', '12-D-10', '12-D-11', '12-D-12', '12-D-13', '12-D-14', '12-D-15', '12-D-16', '12-D-17', '12-D-18', '12-D-19', '12-D-20', '12-D-21', '12-D-22', '12-D-23', '12-D-24', '12-D-25', '12-D-26', '12-D-27', '12-D-28', '12-D-29', '12-D-30', '12-D-31', '12-D-32', '12-D-33', '12-D-34', '12-D-35', '12-D-36', '12-D-37', '12-D-38', '12-D-39', '12-D-40', '12-D-41', '12-D-42', '12-D-43', '12-D-44', '12-D-45', '12-D-46', '12-D-47', '12-D-48', '12-D-49', '12-D-50', '12-D-51', '12-D-52', '12-D-53', '12-D-54', '12-D-55', '12-D-56', '12-D-57', '12-D-58', '12-D-59', '12-D-60', '12-D-61']",50,80,Down,12-D-00,12-D-61,Zone 4
73,74,12-NGT-D,"['12-NGT-D-00', '12-NGT-D-01', '12-NGT-D-02', '12-NGT-D-03', '12-NGT-D-04', '12-NGT-D-05', '12-NGT-D-06', '12-NGT-D-07', '12-NGT-D-08', '12-NGT-D-09', '12-NGT-D-10', '12-NGT-D-11', '12-NGT-D-12', '12-NGT-D-13', '12-NGT-D-14', '12-NGT-D-15', '12-NGT-D-16', '12-NGT-D-17', '12-NGT-D-18', '12-NGT-D-19', '12-NGT-D-20', '12-NGT-D-21', '12-NGT-D-22', '12-NGT-D-23', '12-NGT-D-24', '12-NGT-D-25', '12-NGT-D-26', '12-NGT-D-27', '12-NGT-D-28', '12-NGT-D-29', '12-NGT-D-30', '12-NGT-D-31', '12-NGT-D-32', '12-NGT-D-33', '12-NGT-D-34', '12-NGT-D-35', '12-NGT-D-36', '12-NGT-D-37', '12-NGT-D-38', '12-NGT-D-39', '12-NGT-D-40', '12-NGT-D-41', '12-NGT-D-42', '12-NGT-D-43']",50,80,Down,12-NGT-D-00,12-NGT-D-43,Zone 4
74,75,12-NGT-U,"['12-NGT-U-00', '12-NGT-U-01', '12-NGT-U-02', '12-NGT-U-03', '12-NGT-U-04', '12-NGT-U-05', '12-NGT-U-06', '12-NGT-U-07', '12-NGT-U-08', '12-NGT-U-09', '12-NGT-U-10', '12-NGT-U-11', '12-NGT-U-12', '12-NGT-U-13', '12-NGT-U-14', '12-NGT-U-15', '12-NGT-U-16', '12-NGT-U-17', '12-NGT-U-18', '12-NGT-U-19', '12-NGT-U-20', '12-NGT-U-21', '12-NGT-U-22', '12-NGT-U-23', '12-NGT-U-24', '12-NGT-U-25', '12-NGT-U-26', '12-NGT-U-27', '12-NGT-U-28', '12-NGT-U-29', '12-NGT-U-30', '12-NGT-U-31', '12-NGT-U-32', '12-NGT-U-33', '12-NGT-U-34', '12-NGT-U-35', '12-NGT-U-36', '12-NGT-U-37', '12-NGT-U-38', '12-NGT-U-39', '12-NGT-U-40', '12-NGT-U-41', '12-NGT-U-42', '12-NGT-U-43']",50,80,Up,12-NGT-U-00,12-NGT-U-43,Zone 4
75,76,12-U,"['12-U-00', '12-U-01', '12-U-02', '12-U-03', '12-U-04', '12-U-05', '12-U-06', '12-U-07', '12-U-08', '12-U-09', '12-U-10', '12-U-11', '12-U-12', '12-U-13', '12-U-14', '12-U-15', '12-U-16', '12-U-17', '12-U-18', '12-U-19', '12-U-20', '12-U-21', '12-U-22', '12-U-23', '12-U-24', '12-U-25', '12-U-26', '12-U-27', '12-U-28', '12-U-29', '12-U-30', '12-U-31', '12-U-32', '12-U-33', '12-U-34', '12-U-35', '12-U-36', '12-U-37', '12-U-38', '12-U-39', '12-U-40', '12-U-41', '12-U-42', '12-U-43', '12-U-44', '12-U-45', '12-U-46', '12-U-47', '12-U-48', '12-U-49', '12-U-50', '12-U-51', '12-U-52', '12-U-53', '12-U-54', '12-U-55', '12-U-56', '12-U-57', '12-U-58', '12-U-59', '12-U-60']",50,80,Up,12-U-00,12-U-60,Zone 4
76,77,120-D,"['120-D-00', '120-D-01', '120-D-02', '120-D-03', '120-D-04', '120-D-05', '120-D-06', '120-D-07', '120-D-08', '120-D-09', '120-D-10', '120-D-11', '120-D-12', '120-D-13', '120-D-14', '120-D-15', '120-D-16', '120-D-17', '120-D-18', '120-D-19', '120-D-20', '120-D-21', '120-D-22', '120-D-23', '120-D-24', '120-D-25', '120-D-26', '120-D-27', '120-D-28', '120-D-29', '120-D-30', '120-D-31', '120-D-32', '120-D-33', '120-D-34', '120-D-35', '120-D-36', '120-D-37', '120-D-38', '120-D-39', '120-D-40', '120-D-41', '120-D-42', '120-D-43', '120-D-44', '120-D-45', '120-D-46', '120-D-47', '120-D-48', '120-D-49', '120-D-50', '120-D-51', '120-D-52', '120-D-53', '120-D-54', '120-D-55', '120-D-56', '120-D-57', '120-D-58', '120-D-59', '120-D-60', '120-D-61', '120-D-62', '120-D-63', '120-D-64']",50,80,Down,120-D-00,120-D-64,Zone 2
77,78,120-U,"['120-U-00', '120-U-01', '120-U-02', '120-U-03', '120-U-04', '120-U-05', '120-U-06', '120-U-07', '120-U-08', '120-U-09', '120-U-10', '120-U-11', '120-U-12', '120-U-13', '120-U-14', '120-U-15', '120-U-16', '120-U-17', '120-U-18', '120-U-19', '120-U-20', '120-U-21', '120-U-22', '120-U-23', '120-U-24', '120-U-25', '120-U-26', '120-U-27', '120-U-28', '120-U-29', '120-U-30', '120-U-31', '120-U-32', '120-U-33', '120-U-34', '120-U-35', '120-U-36', '120-U-37', '120-U-38', '120-U-39', '120-U-40', '120-U-41', '120-U-42', '120-U-43', '120-U-44', '120-U-45', '120-U-46', '120-U-47', '120-U-48', '120-U-49', '120-U-50', '120-U-51', '120-U-52', '120-U-53', '120-U-54', '120-U-55', '120-U-56', '120-U-57', '120-U-58', '120-U-59', '120-U-60', '120-U-61', '120-U-62', '120-U-63', '120-U-64']",50,80,Up,120-U-00,120-U-64,Zone 2
78,79,121-D,"['121-D-00', '121-D-01', '121-D-02', '121-D-03', '121-D-04', '121-D-05', '121-D-06', '121-D-07', '121-D-08', '121-D-09', '121-D-10', '121-D-11', '121-D-12', '121-D-13', '121-D-14', '121-D-15', '121-D-16', '121-D-17', '121-D-18', '121-D-19', '121-D-20', '121-D-21', '121-D-22', '121-D-23', '121-D-24', '121-D-25', '121-D-26', '121-D-27', '121-D-28', '121-D-29']",50,80,Down,121-D-00,121-D-29,Zone 2
79,80,121-U,"['121-U-00', '121-U-01', '121-U-02', '121-U-03', '121-U-04', '121-U-05', '121-U-06', '121-U-07', '121-U-08', '121-U-09', '121-U-10', '121-U-11', '121-U-12', '121-U-13', '121-U-14', '121-U-15', '121-U-16', '121-U-17', '121-U-18', '121-U-19', '121-U-20', '121-U-21', '121-U-22', '121-U-23', '121-U-24', '121-U-25', '121-U-26', '121-U-27', '121-U-28', '121-U-29']",50,80,Up,121-U-00,121-U-29,Zone 2
80,81,122-D,"['122-D-00', '122-D-01', '122-D-02', '122-D-03', '122-D-04', '122-D-05', '122-D-06', '122-D-07', '122-D-08', '122-D-09', '122-D-10', '122-D-11', '122-D-12', '122-D-13', '122-D-14', '122-D-15', '122-D-16', '122-D-17', '122-D-18', '122-D-19', '122-D-20', '122-D-21', '122-D-22', '122-D-23', '122-D-24', '122-D-25', '122-D-26', '122-D-27', '122-D-28', '122-D-29', '122-D-30', '122-D-31', '122-D-32', '122-D-33', '122-D-34']",50,80,Down,122-D-00,122-D-34,Zone 2
81,82,122-U,"['122-U-00', '122-U-01', '122-U-02', '122-U-03', '122-U-04', '122-U-05', '122-U-06', '122-U-07', '122-U-08', '122-U-09', '122-U-10', '122-U-11', '122-U-12', '122-U-13', '122-U-14', '122-U-15', '122-U-16', '122-U-17', '122-U-18', '122-U-19', '122-U-20', '122-U-21', '122-U-22', '122-U-23', '122-U-24', '122-U-25', '122-U-26', '122-U-27', '122-U-28', '122-U-29', '122-U-30', '122-U-31', '122-U-32', '122-U-33', '122-U-34']",50,80,Up,122-U-00,122-U-34,Zone 2
82,83,123-D,"['123-D-00', '123-D-01', '123-D-02', '123-D-03', '123-D-04', '123-D-05', '123-D-06', '123-D-07', '123-D-08', '123-D-09', '123-D-10', '123-D-11', '123-D-12', '123-D-13', '123-D-14', '123-D-15', '123-D-16', '123-D-17', '123-D-18', '123-D-19', '123-D-20', '123-D-21', '123-D-22', '123-D-23', '123-D-24', '123-D-25', '123-D-26', '123-D-27', '123-D-28', '123-D-29', '123-D-30', '123-D-31', '123-D-32', '123-D-33', '123-D-34', '123-D-35', '123-D-36', '123-D-37']",50,80,Down,123-D-00,123-D-37,Zone 2
83,84,123-U,"['123-U-00', '123-U-01', '123-U-02', '123-U-03', '123-U-04', '123-U-05', '123-U-06', '123-U-07', '123-U-08', '123-U-09', '123-U-10', '123-U-11', '123-U-12', '123-U-13', '123-U-14', '123-U-15', '123-U-16', '123-U-17', '123-U-18', '123-U-19', '123-U-20', '123-U-21', '123-U-22', '123-U-23', '123-U-24', '123-U-25', '123-U-26', '123-U-27', '123-U-28', '123-U-29', '123-U-30', '123-U-31', '123-U-32', '123-U-33', '123-U-34', '123-U-35', '123-U-36']",50,80,Up,123-U-00,123-U-36,Zone 2
84,85,125-D,"['125-D-00', '125-D-01', '125-D-02', '125-D-03', '125-D-04', '125-D-05', '125-D-06', '125-D-07', '125-D-08', '125-D-09', '125-D-10', '125-D-11', '125-D-12', '125-D-13', '125-D-14', '125-D-15', '125-D-16', '125-D-17', '125-D-18', '125-D-19', '125-D-20', '125-D-21', '125-D-22', '125-D-23', '125-D-24', '125-D-25', '125-D-26', '125-D-27', '125-D-28', '125-D-29', '125-D-30', '125-D-31']",50,80,Down,125-D-00,125-D-31,Zone 2
